0,81.0,Government,Doctorate,Single,White-Collar,White,Male,40.0,0.723
1,39.0,Government,Bachelors,Married,White-Collar,White,Female,37.0,0.811
2,58.0,Self-Employed,Prof-school,Single,White-Collar,White,Male,42.0,0.693
3,39.0,Government,Bachelors,Single,White-Collar,White,Male,58.0,0.528
0,17.0,Self-Employed,Bachelors,Married,White-Collar,White,Male,9.0,0.317
1,50.0,Self-Employed,HS-grad,Married,Service,White,Male,14.0,0.308
2,50.0,Other/Unknown,Bachelors,Single,White-Collar,White,Male,13.0,0.272
3,66.0,Self-Employed,School,Divorced,White-Collar,White,Male,16.0,0.093
0,70.0,Private,Masters,Married,Professional,White,Male,37.0,0.875
1,34.0,Private,Doctorate,Married,Blue-Collar,White,Female,41.0,0.851
2,45.0,Self-Employed,Prof-school,Divorced,White-Collar,White,Male,42.0,0.715
3,54.0,Private,Prof-school,Married,Blue-Collar,White,Male,59.0,0.888
0,42.0,Private,Doctorate,Married,Blue-Collar,Other,Female,34.0,0.814
1,54.0,Government,Masters,Married,White-Collar,Other,Male,40.0,0.88
2,72.0,Private,Doctorate,Married,Blue-Collar,White,Male,39.0,0.843
3,53.0,Private,Prof-school,Married,Blue-Collar,Other,Male,56.0,0.868
0,28.0,Private,Bachelors,Separated,Professional,Other,Female,25.0,0.076
1,17.0,Private,Bachelors,Married,Other/Unknown,Other,Female,45.0,0.295
2,57.0,Private,Bachelors,Single,Professional,Other,Female,40.0,0.279
3,28.0,Other/Unknown,School,Married,Professional,Other,Male,39.0,0.108
0,19.0,Private,Masters,Divorced,White-Collar,White,Female,19.0,0.054
1,18.0,Private,HS-grad,Married,White-Collar,White,Male,40.0,0.175
2,51.0,Private,School,Single,White-Collar,White,Female,43.0,0.089
3,37.0,Private,Masters,Separated,Blue-Collar,White,Female,40.0,0.252
0,39.0,Private,Doctorate,Married,Service,Other,Male,8.0,0.739
1,71.0,Private,Prof-school,Married,White-Collar,Other,Female,15.0,0.872
2,48.0,Private,Doctorate,Married,Service,White,Female,16.0,0.808
3,49.0,Private,Masters,Married,Service,Other,Female,32.0,0.794
0,17.0,Self-Employed,HS-grad,Married,White-Collar,White,Male,45.0,0.326
1,52.0,Self-Employed,HS-grad,Separated,Service,White,Male,45.0,0.176
2,52.0,Other/Unknown,School,Single,White-Collar,White,Male,53.0,0.155
3,71.0,Self-Employed,HS-grad,Divorced,White-Collar,Other,Male,42.0,0.267
0,74.0,Self-Employed,Masters,Single,Professional,White,Female,52.0,0.568
1,27.0,Private,Masters,Married,Professional,White,Female,38.0,0.82
