0,57.0,Self-Employed,Doctorate,Single,White-Collar,White,Male,39.0,0.689
1,64.0,Government,Bachelors,Married,White-Collar,White,Male,34.0,0.794
2,35.0,Government,Bachelors,Married,White-Collar,White,Male,48.0,0.836
0,17.0,Other/Unknown,Bachelors,Married,White-Collar,White,Male,9.0,0.132
1,50.0,Self-Employed,Bachelors,Single,Service,White,Male,15.0,0.195
2,56.0,Self-Employed,School,Married,White-Collar,White,Male,13.0,0.282
0,38.0,Private,Doctorate,Married,Blue-Collar,White,Male,41.0,0.842
1,56.0,Private,Masters,Divorced,White-Collar,White,Male,36.0,0.667
2,55.0,Private,Prof-school,Married,Professional,White,Female,44.0,0.922
0,66.0,Private,Doctorate,Married,White-Collar,Other,Male,41.0,0.925
1,46.0,Private,Masters,Married,Blue-Collar,Other,Male,37.0,0.752
2,53.0,Private,Prof-school,Married,Blue-Collar,Other,Male,53.0,0.86
0,17.0,Private,Bachelors,Married,Professional,Other,Male,29.0,0.223
1,29.0,Private,Bachelors,Separated,Blue-Collar,Other,Female,40.0,0.052
2,28.0,Private,School,Married,Professional,Other,Female,44.0,0.234
0,22.0,Private,HS-grad,Separated,White-Collar,Other,Female,39.0,0.018
1,18.0,Private,Masters,Single,Blue-Collar,White,Female,42.0,0.032
2,43.0,Private,School,Divorced,White-Collar,White,Female,41.0,0.085
0,48.0,Self-Employed,Doctorate,Married,Service,Other,Female,13.0,0.74
1,55.0,Private,Masters,Married,White-Collar,Other,Female,17.0,0.837
2,49.0,Private,Doctorate,Married,Service,Other,Female,36.0,0.859
0,52.0,Self-Employed,HS-grad,Separated,White-Collar,White,Male,30.0,0.22
1,52.0,Other/Unknown,HS-grad,Single,Service,White,Male,45.0,0.145
2,55.0,Self-Employed,School,Divorced,White-Collar,White,Male,49.0,0.182
0,26.0,Private,Masters,Married,Professional,White,Female,42.0,0.821
1,29.0,Self-Employed,Masters,Single,Professional,White,Female,51.0,0.539
2,47.0,Private,Masters,Married,Professional,White,Female,61.0,0.928
0,17.0,Private,Bachelors,Married,White-Collar,White,Male,35.0,0.316
1,17.0,Other/Unknown,Bachelors,Single,Blue-Collar,White,Male,42.0,0.017
2,42.0,Private,School,Divorced,White-Collar,White,Male,45.0,0.158
0,17.0,Private,Some-college,Married,White-Collar,Other,Male,71.0,0.318
1,29.0,Private,Some-college,Separated,Blue-Collar,Other,Male,78.0,0.113
2,22.0,Private,School,Single,White-Collar,Other,Male,84.0,0.032
0,17.0,Government,Bachelors,Married,Professional,Other,Male,30.0,0.239
1,31.0,Government,Bachelors,Separated,Blue-Collar,Other,Male,42.0,0.111
2,30.0,Other/Unknown,School,Married,Professional,Other,Male,40.0,0.134
0,64.0,Private,Doctorate,Single,White-Collar,White,Male,30.0,0.691
1,24.0,Self-Employed,Bachelors,Married,White-Collar,White,Female,30.0,0.749
2,42.0,Private,Bachelors,Married,White-Collar,White,Female,39.0,0.835
0,52.0,Private,Prof-school,Single,White-Collar,Other,Male,49.0,0.744
1,40.0,Self-Employed,Doctorate,Married,Sales,Other,Female,51.0,0.899
2,47.0,Private,Assoc,Married,Sales,Other,Male,63.0,0.789
0,21.0,Private,Assoc,Married,Blue-Collar,Other,Male,22.0,0.099
1,18.0,Private,Assoc,Married,Blue-Collar,Other,Male,47.0,0.143
2,42.0,Private,School,Single,Blue-Collar,Other,Male,40.0,0.037
0,51.0,Self-Employed,Doctorate,Married,Blue-Collar,Other,Male,41.0,0.797
1,46.0,Private,Doctorate,Married,Professional,Other,Female,46.0,0.921
2,43.0,Private,Masters,Married,Blue-Collar,Other,Male,56.0,0.826
0,38.0,Self-Employed,Doctorate,Married,Blue-Collar,White,Female,29.0,0.777
